tokens,vocab_size
37585569,16509
37585575,16510
37585645,16511
37585681,16512
37585898,16513
37585937,16514
37585940,16515
37586203,16516
37586256,16517
37586277,16518
37586384,16519
37586389,16520
37586392,16521
37586463,16522
37586734,16523
37586790,16524
37586843,16525
37586879,16526
37586901,16527
37586957,16528
37586961,16529
37587110,16530
37587205,16531
37587269,16532
37587291,16533
37587319,16534
37587471,16535
37587476,16536
37587526,16537
37587600,16538
37587740,16539
37587798,16540
37587800,16541
37587804,16542
37587821,16543
37587874,16544
37588102,16545
37588444,16546
37588452,16547
37588652,16548
37588661,16549
37588742,16550
37588794,16551
37588798,16552
37588835,16553
37588865,16554
37588989,16555
37588995,16556
37589568,16557
37589599,16558
37589853,16559
37589856,16560
37589906,16561
37589932,16562
37591677,16563
37591701,16564
37591716,16565
37591725,16566
37591728,16567
37591733,16568
37591783,16569
37591969,16570
37591976,16571
37592218,16572
37592224,16573
37592229,16574
37592236,16575
37592318,16576
37592319,16577
37592320,16578
37592327,16579
37592331,16580
37592332,16581
37592400,16582
37592401,16583
37592430,16584
37592448,16585
37592453,16586
37592467,16587
37592890,16588
37592965,16589
37592976,16590
37592991,16591
37593325,16592
37593524,16593
37593557,16594
37593583,16595
37593752,16596
37593883,16597
37593931,16598
37593952,16599
37593988,16600
37594124,16601
37594134,16602
37594250,16603
37594256,16604
37594389,16605
37594425,16606
37594757,16607
37594777,16608
37595018,16609
37595214,16610
37595257,16611
37595630,16612
37595646,16613
37596060,16614
37596136,16615
37596272,16616
37596344,16617
37596553,16618
37596897,16619
37596921,16620
37597045,16621
37597315,16622
37597473,16623
37597553,16624
37597568,16625
37597573,16626
37598350,16627
37598416,16628
37598469,16629
37598501,16630
37598550,16631
37598552,16632
37598609,16633
37598761,16634
37598873,16635
37598877,16636
37598943,16637
37598975,16638
37598996,16639
37599009,16640
37599036,16641
37599217,16642
37599338,16643
37599345,16644
37599386,16645
37599441,16646
37599443,16647
37599496,16648
37599513,16649
37599591,16650
37599696,16651
37599768,16652
37599782,16653
37599796,16654
37599876,16655
37599877,16656
37599993,16657
37600001,16658
37600122,16659
37600207,16660
37600217,16661
37600418,16662
37600523,16663
37600547,16664
37600576,16665
37600804,16666
37600811,16667
37600922,16668
37601007,16669
37601008,16670
37601060,16671
37601096,16672
37601148,16673
37601155,16674
37601171,16675
37601363,16676
37601677,16677
37601747,16678
37601778,16679
37601894,16680
37601918,16681
37601994,16682
37602237,16683
37602579,16684
37603022,16685
37603156,16686
37603216,16687
37603237,16688
37603275,16689
37603285,16690
37603295,16691
37603377,16692
37603435,16693
37603669,16694
37603991,16695
37604008,16696
37604054,16697
37604182,16698
37604187,16699
37604461,16700
37604484,16701
37604510,16702
37604517,16703
37604572,16704
37604606,16705
37604823,16706
37604851,16707
37605150,16708
37605213,16709
37605322,16710
37605546,16711
37605579,16712
37605645,16713
37605653,16714
37606235,16715
37606250,16716
37606259,16717
37606716,16718
37606811,16719
37606816,16720
37606911,16721
37606992,16722
37606994,16723
37607001,16724
37607042,16725
37607147,16726
37607148,16727
37607500,16728
37607558,16729
37607717,16730
37607749,16731
37607751,16732
37608032,16733
37608034,16734
37608038,16735
37608081,16736
37608103,16737
37608107,16738
37608108,16739
37608141,16740
37608304,16741
37608455,16742
37608561,16743
37608590,16744
37608699,16745
37608718,16746
37608781,16747
37608856,16748
37608968,16749
37608983,16750
37609191,16751
37609232,16752
37609270,16753
37609316,16754
37609345,16755
37609362,16756
37609447,16757
37609504,16758
37609677,16759
37609852,16760
37609939,16761
37609959,16762
37609969,16763
37609973,16764
37609982,16765
37609984,16766
37609987,16767
37609988,16768
37610013,16769
37610039,16770
37610047,16771
37610054,16772
37610072,16773
37610075,16774
37610181,16775
37610204,16776
37610237,16777
37610249,16778
37611986,16779
37614518,16780
37614527,16781
37614545,16782
37614661,16783
37614714,16784
37614750,16785
37614869,16786
37614962,16787
37614968,16788
37615069,16789
37615115,16790
37615160,16791
37615206,16792
37615222,16793
37615362,16794
37615367,16795
37615417,16796
37615423,16797
37615424,16798
37615427,16799
37615776,16800
37615778,16801
37615889,16802
37616066,16803
37616285,16804
37616352,16805
37616534,16806
37616555,16807
37616779,16808
37617059,16809
37617109,16810
37617174,16811
37617300,16812
37617438,16813
37617483,16814
37617533,16815
37617654,16816
37617689,16817
37617746,16818
37617802,16819
37617876,16820
37617947,16821
37618062,16822
37618192,16823
37618268,16824
37618360,16825
37618456,16826
37618464,16827
37618495,16828
37618515,16829
37618533,16830
37618562,16831
37618656,16832
37618712,16833
37618773,16834
37618824,16835
37618993,16836
37619069,16837
37619071,16838
37619077,16839
37619146,16840
37619317,16841
37619357,16842
37619442,16843
37619458,16844
37619461,16845
37619466,16846
37619472,16847
37619610,16848
37619621,16849
37619635,16850
37619752,16851
37619761,16852
37619844,16853
37619903,16854
37619945,16855
37620200,16856
37620207,16857
37620208,16858
37620507,16859
37620721,16860
37620867,16861
37620926,16862
37620939,16863
37620960,16864
37620968,16865
37620984,16866
37620998,16867
37621449,16868
37621562,16869
37621810,16870
37621834,16871
37621836,16872
37621838,16873
37621840,16874
37621862,16875
37621863,16876
37621864,16877
37621865,16878
37621866,16879
37621896,16880
37621965,16881
37621992,16882
37622022,16883
37622023,16884
37622051,16885
37622079,16886
37622092,16887
37622095,16888
37622107,16889
37622115,16890
37622234,16891
37622252,16892
37622289,16893
37622406,16894
37622561,16895
37622725,16896
37622795,16897
37622808,16898
37622810,16899
37622811,16900
37623899,16901
37623928,16902
37624022,16903
37624348,16904
37624430,16905
37624432,16906
37624437,16907
37624438,16908
37624470,16909
37624598,16910
37624618,16911
37624636,16912
37624815,16913
37624880,16914
37624890,16915
37624893,16916
37624996,16917
37625189,16918
37625464,16919
37625482,16920
37625483,16921
37625506,16922
37625549,16923
37625550,16924
37625555,16925
37625651,16926
37625668,16927
37625671,16928
37625672,16929
37625781,16930
37626716,16931
37626776,16932
37627498,16933
37627732,16934
37627769,16935
37627771,16936
37627777,16937
37627822,16938
37627895,16939
37627897,16940
37627905,16941
37628163,16942
37628164,16943
37628187,16944
37628223,16945
37628227,16946
37628346,16947
37628459,16948
37628483,16949
37628527,16950
37628538,16951
37628539,16952
37628553,16953
37628554,16954
37628555,16955
37628807,16956
37628834,16957
37628878,16958
37628881,16959
37628984,16960
37629270,16961
37629317,16962
37629359,16963
37629512,16964
37629605,16965
37629756,16966
37629770,16967
37630120,16968
37630131,16969
37630132,16970
37630183,16971
37630186,16972
37630245,16973
37630365,16974
37630367,16975
37630394,16976
37630445,16977
37630547,16978
37630589,16979
37630628,16980
37630772,16981
37630898,16982
37630984,16983
37631047,16984
37631052,16985
37631149,16986
37631643,16987
37631644,16988
37631721,16989
37631728,16990
37631735,16991
37631776,16992
37631966,16993
37632114,16994
37632192,16995
37632193,16996
37632222,16997
37632680,16998
37632684,16999
37632930,17000
37632937,17001
37632970,17002
37632990,17003
37633030,17004
37633250,17005
37633710,17006
37633711,17007
37633849,17008
37633850,17009
37633851,17010
37633857,17011
37633862,17012
37633897,17013
37633906,17014
37634045,17015
37634149,17016
37634175,17017
37634177,17018
37634188,17019
37634239,17020
37634353,17021
37634536,17022
37634537,17023
37634539,17024
37634945,17025
37634947,17026
37635284,17027
37635424,17028
37635476,17029
37635495,17030
37635500,17031
37635516,17032
37635519,17033
37635520,17034
37635660,17035
37635676,17036
37635678,17037
37635701,17038
37635706,17039
37635741,17040
37635920,17041
37635962,17042
37636507,17043
37636781,17044
37636810,17045
37636895,17046
37637170,17047
37637295,17048
37637367,17049
37637461,17050
37637781,17051
37637864,17052
37637891,17053
37637920,17054
37637949,17055
37638182,17056
37638203,17057
37638223,17058
37638347,17059
37638391,17060
37638403,17061
37638511,17062
37638577,17063
37638630,17064
37638755,17065
37638796,17066
37638875,17067
37638925,17068
37639243,17069
37639408,17070
37639515,17071
37639526,17072
37639527,17073
37639528,17074
37639529,17075
37639574,17076
37639583,17077
37639606,17078
37639610,17079
37639665,17080
37639666,17081
37639725,17082
37639726,17083
37639739,17084
37639908,17085
37639915,17086
37639985,17087
37639992,17088
37639994,17089
37640167,17090
37640170,17091
37640175,17092
37640178,17093
37640245,17094
37640251,17095
37640257,17096
37640273,17097
37640276,17098
37640510,17099
37640609,17100
37640767,17101
37640771,17102
37640817,17103
37640936,17104
37641102,17105
37641110,17106
37641125,17107
37641126,17108
37641237,17109
37641296,17110
37641323,17111
37641352,17112
37641622,17113
37641628,17114
37641635,17115
37641641,17116
37641802,17117
37641804,17118
37641805,17119
37641821,17120
37641823,17121
37641848,17122
37641850,17123
37641892,17124
37641907,17125
37642002,17126
37642103,17127
37642104,17128
37642147,17129
37642191,17130
37642648,17131
37642700,17132
37642714,17133
37643031,17134
37643114,17135
37643216,17136
37643222,17137
37643226,17138
37643246,17139
37643248,17140
37643322,17141
37643370,17142
37643710,17143
37643787,17144
37643818,17145
37644112,17146
37644272,17147
37644284,17148
37644295,17149
37644316,17150
37644326,17151
37644337,17152
37644343,17153
37644647,17154
37644860,17155
37644948,17156
37644957,17157
37644963,17158
37645001,17159
37645011,17160
37645163,17161
37645192,17162
37645275,17163
37645502,17164
37645503,17165
37645504,17166
37645528,17167
37645562,17168
37645563,17169
37645781,17170
37645788,17171
37645790,17172
37645829,17173
37646322,17174
37646343,17175
37646348,17176
37646358,17177
37646364,17178
37646378,17179
37646441,17180
37646759,17181
37646760,17182
37646762,17183
37647392,17184
37647402,17185
37647462,17186
37647475,17187
37647558,17188
37647562,17189
37647654,17190
37647658,17191
37647715,17192
37647720,17193
37647748,17194
37648127,17195
37648162,17196
37648183,17197
37648185,17198
37648190,17199
37648273,17200
37648275,17201
37648283,17202
37648328,17203
37648372,17204
37648483,17205
37648530,17206
37648535,17207
37648566,17208
37648612,17209
37648850,17210
37648892,17211
37648921,17212
37649217,17213
37649312,17214
37649323,17215
37649326,17216
37649398,17217
37649404,17218
37649419,17219
37649486,17220
37649498,17221
37649510,17222
37649606,17223
37649658,17224
37649681,17225
37649706,17226
37649791,17227
37649809,17228
37649812,17229
37649817,17230
37649890,17231
37649892,17232
37649897,17233
37649900,17234
37650031,17235
37650267,17236
37650347,17237
37650351,17238
37650409,17239
37650419,17240
37650421,17241
37650422,17242
37650440,17243
37650457,17244
37650502,17245
37650698,17246
37650982,17247
37651127,17248
37651155,17249
37651412,17250
37651739,17251
37651889,17252
37651894,17253
37652004,17254
37652044,17255
37652088,17256
37652177,17257
37652184,17258
37652235,17259
37652493,17260
37652499,17261
37652571,17262
37652607,17263
37652611,17264
37652620,17265
37652635,17266
37652637,17267
37652862,17268
37652863,17269
37652980,17270
37653082,17271
37653146,17272
37653233,17273
37653262,17274
37653277,17275
37653336,17276
37653634,17277
37654651,17278
37654682,17279
37654684,17280
37654697,17281
37654715,17282
37654768,17283
37654810,17284
37654854,17285
37654870,17286
37654884,17287
37654895,17288
37655003,17289
37655035,17290
37655036,17291
37655351,17292
37655433,17293
37655829,17294
37655832,17295
37655949,17296
37656061,17297
37656558,17298
37656615,17299
37656793,17300
37656814,17301
37656905,17302
37656927,17303
37656940,17304
37656952,17305
37656989,17306
37656995,17307
37657122,17308
37657225,17309
37657226,17310
37657317,17311
37657465,17312
37657489,17313
37657711,17314
37657764,17315
37657790,17316
37657864,17317
37657984,17318
37657985,17319
37658042,17320
37658043,17321
37658044,17322
37658068,17323
37658089,17324
37658090,17325
37658312,17326
37658514,17327
37658572,17328
37658575,17329
37658661,17330
37658710,17331
37658989,17332
37659101,17333
37659158,17334
37659332,17335
37659383,17336
37659517,17337
37659592,17338
37659870,17339
37660376,17340
37660394,17341
37660516,17342
37660567,17343
37660886,17344
37660889,17345
37660905,17346
37660992,17347
37660994,17348
37661250,17349
37661440,17350
37661607,17351
37661802,17352
37662667,17353
37662692,17354
37662792,17355
37662803,17356
37662822,17357
37662838,17358
37662870,17359
37662873,17360
37662899,17361
37662900,17362
37662908,17363
37663026,17364
37663125,17365
37663192,17366
37663199,17367
37663230,17368
37664073,17369
37664124,17370
37664236,17371
37664555,17372
37664581,17373
37664585,17374
37664659,17375
37664685,17376
37664698,17377
37664704,17378
37664734,17379
37664738,17380
37664796,17381
37664808,17382
37664847,17383
37664852,17384
37664861,17385
37664878,17386
37665131,17387
37665132,17388
37665152,17389
37665163,17390
37665265,17391
37665374,17392
37665429,17393
37665462,17394
37665631,17395
37665691,17396
37665828,17397
37665847,17398
37665940,17399
37665942,17400
37666152,17401
37666313,17402
37666432,17403
37666494,17404
37666534,17405
37666563,17406
37666581,17407
37666600,17408
37666604,17409
37666620,17410
37666633,17411
37666694,17412
37666752,17413
37666975,17414
37667035,17415
37667114,17416
37667121,17417
37667239,17418
37667386,17419
37667397,17420
37667417,17421
37667590,17422
37667645,17423
37667732,17424
37667824,17425
37667851,17426
37667926,17427
37667952,17428
37667976,17429
37668014,17430
37668023,17431
37668041,17432
37668048,17433
37668050,17434
37668192,17435
37668215,17436
37668233,17437
37668315,17438
37668317,17439
37668318,17440
37668351,17441
37668387,17442
37668412,17443
37668470,17444
37668525,17445
37668537,17446
37668538,17447
37668539,17448
37668596,17449
37668668,17450
37668921,17451
37669022,17452
37669034,17453
37669375,17454
37669380,17455
37669579,17456
37669776,17457
37669781,17458
37670180,17459
37670246,17460
37670516,17461
37670583,17462
37670597,17463
37670683,17464
37670782,17465
37670934,17466
37671033,17467
37671250,17468
37671287,17469
37671296,17470
37671303,17471
37671309,17472
37671311,17473
37671321,17474
37671322,17475
37671349,17476
37671354,17477
37671355,17478
37671369,17479
37671378,17480
37671528,17481
37671625,17482
37671647,17483
37671767,17484
37671770,17485
37671825,17486
37672041,17487
37672070,17488
37672097,17489
37672168,17490
37672183,17491
37672184,17492
37672234,17493
37672458,17494
37672462,17495
37672528,17496
37672637,17497
37672789,17498
37672801,17499
37672827,17500
37672828,17501
37672903,17502
37672952,17503
37673011,17504
37673335,17505
37673448,17506
37673452,17507
37673454,17508
37673455,17509
37673482,17510
37673485,17511
37673629,17512
37673693,17513
37673940,17514
37673945,17515
37674029,17516
37674041,17517
37674046,17518
37674048,17519
37674120,17520
37674183,17521
37674191,17522
37674192,17523
37674193,17524
37674202,17525
37674247,17526
37674401,17527
37674443,17528
37674528,17529
37674721,17530
37674861,17531
37675189,17532
37675275,17533
37675329,17534
37675391,17535
37675555,17536
37675645,17537
37676095,17538
37676121,17539
37677497,17540
37677512,17541
37677528,17542
37677674,17543
37677771,17544
37677943,17545
37677952,17546
37678314,17547
37678333,17548
37678338,17549
37678985,17550
37679946,17551
37679983,17552
37680062,17553
37680077,17554
37680137,17555
37680175,17556
37680315,17557
37680385,17558
37680627,17559
37680643,17560
37680681,17561
37680789,17562
37681017,17563
37681051,17564
37681191,17565
37681312,17566
37681336,17567
37681429,17568
37681584,17569
37681585,17570
37681657,17571
37681701,17572
37681739,17573
37681761,17574
37681899,17575
37681910,17576
37681919,17577
37682162,17578
37682180,17579
37682275,17580
37682340,17581
37682507,17582
37682642,17583
37682695,17584
37682727,17585
37682731,17586
37682944,17587
37682971,17588
37683001,17589
37683022,17590
37683043,17591
37683120,17592
37683155,17593
37683265,17594
37683318,17595
37683333,17596
37683411,17597
37683497,17598
37683858,17599
37684012,17600
37684079,17601
37684231,17602
37684256,17603
37684281,17604
37684373,17605
37684377,17606
37684439,17607
37684501,17608
37684540,17609
37684638,17610
37684850,17611
37684854,17612
37684855,17613
37684856,17614
37684859,17615
37684948,17616
37684955,17617
37684979,17618
37685041,17619
37685160,17620
37685261,17621
37685263,17622
37685364,17623
37685378,17624
37685464,17625
37685504,17626
37685510,17627
37685539,17628
37685616,17629
37685630,17630
37685641,17631
37685668,17632
37685683,17633
37685699,17634
37686441,17635
37686551,17636
37686628,17637
37686636,17638
37686637,17639
37686641,17640
37686673,17641
37686914,17642
37686952,17643
37686958,17644
37687009,17645
37687030,17646
37687050,17647
37687051,17648
37687053,17649
37687065,17650
37687084,17651
37687090,17652
37687232,17653
37687301,17654
37687359,17655
37687493,17656
37687531,17657
37687601,17658
37687679,17659
37687750,17660
37687752,17661
37687800,17662
37687827,17663
37687843,17664
37687995,17665
37688170,17666
37688193,17667
37688198,17668
37688213,17669
37688372,17670
37688391,17671
37688393,17672
37688402,17673
37688464,17674
37688472,17675
37688505,17676
37688575,17677
37688650,17678
37688679,17679
37688706,17680
37688711,17681
37688941,17682
37689093,17683
37689238,17684
37689336,17685
37689623,17686
37689970,17687
37690089,17688
37690198,17689
37690321,17690
37690459,17691
37690666,17692
37690672,17693
37690779,17694
37690799,17695
37690819,17696
37690840,17697
37690867,17698
37690932,17699
37690982,17700
37690983,17701
37690993,17702
37691029,17703
37691030,17704
37691053,17705
37691344,17706
37691420,17707
37691485,17708
37691525,17709
37691614,17710
37691622,17711
37691645,17712
37691708,17713
37691726,17714
37691790,17715
37691976,17716
37691991,17717
37692300,17718
37692327,17719
37692340,17720
37692954,17721
37693274,17722
37693413,17723
37693533,17724
37693566,17725
37693570,17726
37693582,17727
37693609,17728
37693765,17729
37693820,17730
37694069,17731
37694090,17732
37694164,17733
37694238,17734
37694378,17735
37694380,17736
37694447,17737
37694558,17738
37694632,17739
37694649,17740
37694833,17741
37694959,17742
37695014,17743
37695444,17744
37695450,17745
37695574,17746
37695635,17747
37695684,17748
37696010,17749
37696089,17750
37696111,17751
37696128,17752
37696151,17753
37696170,17754
37696230,17755
37696236,17756
37696262,17757
37696327,17758
37696383,17759
37696716,17760
37696823,17761
37696912,17762
37696998,17763
37697012,17764
37697052,17765
37697061,17766
37697143,17767
37697191,17768
37697205,17769
37697207,17770
37697507,17771
37697508,17772
37697516,17773
37697610,17774
37697700,17775
37697708,17776
37697927,17777
37698032,17778
37698469,17779
37698512,17780
37698545,17781
37698712,17782
37698747,17783
37698773,17784
37698777,17785
37698807,17786
37698828,17787
37698866,17788
37698972,17789
37699103,17790
37699132,17791
37699140,17792
37699153,17793
37699154,17794
37699288,17795
37699293,17796
37699314,17797
37699330,17798
37699339,17799
37699341,17800
37699397,17801
37699600,17802
37699682,17803
37699697,17804
37699740,17805
37699754,17806
37699755,17807
37699806,17808
37700227,17809
37700267,17810
37700324,17811
37700325,17812
37700552,17813
37700572,17814
37700574,17815
37700592,17816
37700593,17817
37700608,17818
37700620,17819
37700920,17820
37701016,17821
37701255,17822
37701288,17823
37701461,17824
37701527,17825
37701533,17826
37702345,17827
37702404,17828
37702412,17829
37702476,17830
37702502,17831
37702538,17832
37702718,17833
37702792,17834
37702813,17835
37702866,17836
37703009,17837
37703046,17838
37703184,17839
37703193,17840
37703243,17841
37703392,17842
37703469,17843
37703517,17844
37703540,17845
37703582,17846
37703791,17847
37703855,17848
37703866,17849
37703872,17850
37703916,17851
37703918,17852
37703956,17853
37703967,17854
37704000,17855
37704485,17856
37704611,17857
37704733,17858
37704805,17859
37705237,17860
37705252,17861
37705278,17862
37705345,17863
37705350,17864
37705597,17865
37705675,17866
37705703,17867
37705736,17868
37705779,17869
37705786,17870
37705788,17871
37705867,17872
37705869,17873
37705885,17874
37705903,17875
37705912,17876
37705919,17877
37705931,17878
37705957,17879
37705990,17880
37706199,17881
37706201,17882
37706330,17883
37706348,17884
37706351,17885
37706371,17886
37706373,17887
37706395,17888
37706414,17889
37706434,17890
37706451,17891
37706474,17892
37706494,17893
37706513,17894
37706594,17895
37706606,17896
37706688,17897
37706739,17898
37706774,17899
37706799,17900
37706807,17901
37706816,17902
37706817,17903
37706824,17904
37706829,17905
37706867,17906
37706887,17907
37706944,17908
37706948,17909
37707015,17910
37707120,17911
37707121,17912
37707122,17913
37707311,17914
37707329,17915
37707509,17916
37707606,17917
37707709,17918
37707734,17919
37707913,17920
37707932,17921
37707990,17922
37707991,17923
37708027,17924
37708061,17925
37708151,17926
37708289,17927
37708371,17928
37708396,17929
37708472,17930
37708496,17931
37708506,17932
37708535,17933
37708597,17934
37708668,17935
37708749,17936
37708774,17937
37708803,17938
37708808,17939
37708810,17940
37708910,17941
37708925,17942
37708933,17943
37709050,17944
37709255,17945
37709256,17946
37709329,17947
37709493,17948
37709523,17949
37709591,17950
37709597,17951
37709621,17952
37709624,17953
37709652,17954
37709725,17955
37709748,17956
37709769,17957
37710252,17958
37710339,17959
37711070,17960
37711071,17961
37711174,17962
37711219,17963
37711600,17964
37711601,17965
37711883,17966
37712229,17967
37712294,17968
37712374,17969
37712377,17970
37712437,17971
37712448,17972
37712685,17973
37712696,17974
37712799,17975
37712802,17976
37712840,17977
37712842,17978
37712856,17979
37712871,17980
37712897,17981
37713047,17982
37713144,17983
37713145,17984
37713151,17985
37713162,17986
37713192,17987
37713823,17988
37713824,17989
37713866,17990
37714026,17991
37714034,17992
37714063,17993
37714105,17994
37714114,17995
37714319,17996
37714322,17997
37714341,17998
37714364,17999
37714368,18000
37714369,18001
37714423,18002
37714490,18003
37714493,18004
37714495,18005
37714496,18006
37714501,18007
37714502,18008
37714690,18009
37714725,18010
37714739,18011
37714876,18012
37715305,18013
37715311,18014
37715400,18015
37715575,18016
37715622,18017
37715634,18018
37715700,18019
37715716,18020
37715758,18021
37715777,18022
37715794,18023
37715831,18024
37715860,18025
37715886,18026
37716194,18027
37716215,18028
37716450,18029
37716458,18030
37716459,18031
37716710,18032
37716938,18033
37716945,18034
37716955,18035
37717186,18036
37717198,18037
37717208,18038
37717373,18039
37717389,18040
37717401,18041
37717403,18042
37717423,18043
37717461,18044
37717463,18045
37717808,18046
37717813,18047
37718008,18048
37718036,18049
37718052,18050
37718330,18051
37718403,18052
37718416,18053
37718473,18054
37718556,18055
37718705,18056
37718714,18057
37718720,18058
37718782,18059
37719021,18060
37719220,18061
37719467,18062
37719498,18063
37719643,18064
37719665,18065
37720077,18066
37720088,18067
37720151,18068
37720172,18069
37720218,18070
37720267,18071
37720283,18072
37720403,18073
37720410,18074
37720445,18075
37720509,18076
37720528,18077
37720555,18078
37720618,18079
37720647,18080
37720875,18081
37720885,18082
37720938,18083
37720940,18084
37720949,18085
37720961,18086
37720981,18087
37720993,18088
37721014,18089
37721018,18090
37721147,18091
37721167,18092
37721290,18093
37721304,18094
37721449,18095
37721490,18096
37721498,18097
37721520,18098
37721529,18099
37721532,18100
37721533,18101
37721631,18102
37721643,18103
37721655,18104
37721659,18105
37721663,18106
37721705,18107
37721707,18108
37721734,18109
37721739,18110
37721741,18111
37721816,18112
37721864,18113
37722029,18114
37722201,18115
37722203,18116
37722204,18117
37722207,18118
37722208,18119
37722209,18120
37722212,18121
37722229,18122
37722249,18123
37722296,18124
37722428,18125
37722680,18126
37722713,18127
37722855,18128
37722862,18129
37722936,18130
37722970,18131
37723009,18132
37723010,18133
37723015,18134
37723083,18135
37723089,18136
37723245,18137
37723274,18138
37723323,18139
37723331,18140
37723345,18141
37723400,18142
37723432,18143
37723442,18144
37723450,18145
37723609,18146
37723698,18147
37724024,18148
37724047,18149
37724052,18150
37724055,18151
37724062,18152
37724233,18153
37724244,18154
37724352,18155
37724398,18156
37724439,18157
37724730,18158
37724994,18159
37725025,18160
37725170,18161
37725318,18162
37725322,18163
37725360,18164
37725371,18165
37725440,18166
37725445,18167
37725463,18168
37725509,18169
37725521,18170
37725587,18171
37725589,18172
37725784,18173
37725786,18174
37725813,18175
37725818,18176
37725840,18177
37725846,18178
37725894,18179
37725905,18180
37725933,18181
37726049,18182
37726050,18183
37726054,18184
37726066,18185
37726099,18186
37726103,18187
37726120,18188
37726158,18189
37726167,18190
37726169,18191
37726182,18192
37726203,18193
37726205,18194
37726214,18195
37726238,18196
37726242,18197
37726281,18198
37726327,18199
37726339,18200
37726344,18201
37726377,18202
37726380,18203
37726698,18204
37726711,18205
37726713,18206
37726741,18207
37726767,18208
37726989,18209
37726997,18210
37727002,18211
37727007,18212
37727052,18213
37727261,18214
37727311,18215
37727327,18216
37727344,18217
37727350,18218
37727353,18219
37727386,18220
37727822,18221
37727844,18222
37727847,18223
37728190,18224
37728194,18225
37728226,18226
37728268,18227
37728541,18228
37728584,18229
37728595,18230
37728615,18231
37728619,18232
37728681,18233
37728713,18234
37728790,18235
37729003,18236
37729333,18237
37729418,18238
37729442,18239
37729455,18240
37729523,18241
37729551,18242
37729567,18243
37729636,18244
37729638,18245
37729837,18246
37729936,18247
37730095,18248
37730108,18249
37730195,18250
37730231,18251
37730254,18252
37730407,18253
37730656,18254
37730660,18255
37730669,18256
37730733,18257
37730734,18258
37730870,18259
37730879,18260
37730930,18261
37730932,18262
37730934,18263
37731087,18264
37731097,18265
37731252,18266
37731314,18267
37731605,18268
37731632,18269
37731684,18270
37731711,18271
37731796,18272
37731879,18273
37731996,18274
37732005,18275
37732015,18276
37732039,18277
37732176,18278
37732262,18279
37732297,18280
37732362,18281
37732391,18282
37732442,18283
37732488,18284
37732709,18285
37732909,18286
37733058,18287
37733323,18288
37733379,18289
37733406,18290
37733690,18291
37733728,18292
37733768,18293
37733808,18294
37733846,18295
37733891,18296
37733901,18297
37734019,18298
37734111,18299
37734132,18300
37734142,18301
37734481,18302
37734513,18303
37734517,18304
37734522,18305
37734524,18306
37734811,18307
37734942,18308
37734970,18309
37735015,18310
37735063,18311
37735069,18312
37735090,18313
37735092,18314
37735453,18315
37735463,18316
37735576,18317
37735585,18318
37735622,18319
37735623,18320
37735764,18321
37735825,18322
37735836,18323
37735852,18324
37735870,18325
37735876,18326
37735893,18327
37735910,18328
37736010,18329
37736017,18330
37736071,18331
37736103,18332
37736107,18333
37736191,18334
37736574,18335
37736600,18336
37736787,18337
37737289,18338
37737759,18339
37737772,18340
37737777,18341
37737790,18342
37737867,18343
37737875,18344
37737984,18345
37737996,18346
37738016,18347
37738038,18348
37738054,18349
37738181,18350
37738214,18351
37738351,18352
37738629,18353
37738705,18354
37739145,18355
37739303,18356
37741207,18357
37741219,18358
37741267,18359
37741544,18360
37741572,18361
37741581,18362
37741647,18363
37741791,18364
37741839,18365
37741841,18366
37741931,18367
37742603,18368
37742845,18369
37743077,18370
37743120,18371
37743213,18372
37743332,18373
37743335,18374
37743345,18375
37743495,18376
37743509,18377
37743729,18378
37743840,18379
37744015,18380
37744542,18381
37744579,18382
37744681,18383
37744773,18384
37744832,18385
37744851,18386
37745032,18387
37745505,18388
37745853,18389
37745932,18390
37745944,18391
37746464,18392
37746478,18393
37746564,18394
37746597,18395
37746893,18396
37746943,18397
37746947,18398
37747692,18399
37747818,18400
37747897,18401
37748325,18402
37748440,18403
37748453,18404
37748477,18405
37748507,18406
37748733,18407
37748740,18408
37748761,18409
37748817,18410
37748842,18411
37748861,18412
37748872,18413
37749083,18414
37749087,18415
37749103,18416
37749117,18417
37749118,18418
37749128,18419
37749133,18420
37749168,18421
37749243,18422
37749244,18423
37749260,18424
37749264,18425
37749356,18426
37749398,18427
37749544,18428
37749574,18429
37749579,18430
37749766,18431
37749854,18432
37749862,18433
37750090,18434
37750095,18435
37750097,18436
37750116,18437
37750523,18438
37750569,18439
37750570,18440
37750586,18441
37750757,18442
37750766,18443
37750767,18444
37750779,18445
37750793,18446
37750807,18447
37750827,18448
37750929,18449
37750936,18450
37750937,18451
37750940,18452
37750942,18453
37751026,18454
37751078,18455
37751082,18456
37751095,18457
37751097,18458
37751099,18459
37751126,18460
37751146,18461
37751156,18462
37751207,18463
37751243,18464
37751264,18465
37751291,18466
37751580,18467
37751585,18468
37751629,18469
37751651,18470
37751838,18471
37751846,18472
37751912,18473
37751930,18474
37752105,18475
37752109,18476
37752114,18477
37752198,18478
37752401,18479
37752607,18480
37752723,18481
37752724,18482
37753161,18483
37753398,18484
37753532,18485
37753605,18486
37753696,18487
37753709,18488
37753780,18489
37753793,18490
37753794,18491
37753800,18492
37755052,18493
37755112,18494
37755113,18495
37755123,18496
37755140,18497
37755176,18498
37755214,18499
37755253,18500
37755256,18501
37755287,18502
37755345,18503
37755358,18504
37755387,18505
37755465,18506
